name,rank,year_published,mechanics,categories,subdomains,playing_time,mfg_suggested_ages,user_suggested_ages,expansions,languages,honors,mfg_suggested_players,user_suggested_players,count_ratings,avg_ratings,std_deviation,count_views
Big Two,3483,,Hand Management,Card Game,,30 minutes,10 and up,10 and up,None,No necessary in-game text,None,24,Best with 4 players,188,6.52,1.66,39762
La Bataille d'Orthez,3484,2000,Hex-and-Counter,"Napoleonic, Wargame",Wargames,180 minutes,12 and up,(no votes yet),"Rglement de l'An XXX, Regulations of the Year XXII",(no votes yet),"2000 Charles S. Roberts Best Wargame Graphics Nominee, 2001 Charles S. Roberts Best Wargame Graphics Nominee",12,,79,7.82,1.34,21455
Nertz,3485,1930,Set Collection,"Action / Dexterity, Card Game, Party Game, Real-time",,60 minutes,7 and up,8 and up,None,No necessary in-game text,None,26,Best with 45 players,220,6.40,1.79,26266
Mayday!Mayday!,3486,2013,"Partnerships, Simultaneous Action Selection, Voting","Aviation / Flight, Bluffing, Deduction",Party Games,25 minutes,10 and up,(no votes yet),Mayday!Mayday!: Expansion set for a 9th/10th player,No necessary in-game text,None,58,(Not best with any number),183,6.59,1.79,19788
Diner,3487,2014,"Hand Management, Set Collection, Variable Phase Order","Card Game, Real-time",,20 minutes,10 and up,8 and up,None,No necessary in-game text,None,24,Best with 3 players,174,6.52,1.21,9277
Dwarven Miner,3488,2013,"Dice Rolling, Hand Management, Press Your Luck, Variable Player Powers",Fantasy,Family Games,30 minutes,12 and up,8 and up,Dwarven Miner: Summoner Patron Card,Some necessary text - easily memorized or small crib sheet,None,24,(Not best with any number),147,6.72,1.29,14708
Aspern-Essling 1809,3489,2009,"Chit-Pull System, Hex-and-Counter","Napoleonic, Wargame",Wargames,minutes,,12 and up,None,No necessary in-game text,None,2,Best with 12+ players,85,7.99,1.14,19943
Warmaster Ancients,3490,2005,Dice Rolling,"Ancient, Book, Medieval, Miniatures",,90 minutes,12 and up,12 and up,"Warmaster Ancient Armies, Warmaster Medieval Armies",Extensive use of text - massive conversion needed to be playable,None,2,Best with 2 players,98,7.29,1.48,21418
Damage Report,3491,2014,"Co-operative Play, Modular Board, Pick-up and Deliver, Simultaneous Action Selection","Real-time, Science Fiction",,45 minutes,10 and up,10 and up,"Damage Report: Backer Crew, Damage Report: On Fire, Damage Report: Problems with Puffballs Promo",Some necessary text - easily memorized or small crib sheet,None,26,Best with 5 players,154,6.66,1.53,31962
The King's Armory,3492,2015,"Action Point Allowance System, Co-operative Play, Dice Rolling, Grid Movement","Fantasy, Video Game Theme",Strategy Games,30240 minutes,13 and up,12 and up,"The King's Armory: Alexian the War King, The King's Armory: Artaxerxes the Jester, The King's Armory: Asphar the Barbarian, The King's Armory: Fairytale Expansion Set",Moderate in-game text - needs crib sheet or paste ups,None,17,Best with 24 players,97,7.99,1.71,56622
Berlin '85: The Enemy at the Gates,3493,1980,"Dice Rolling, Hex-and-Counter, Simulation","Modern Warfare, Wargame",Wargames,180 minutes,12 and up,16 and up,None,Extensive use of text - massive conversion needed to be playable,1980 Charles S. Roberts Best Twentieth Century Game Nominee,2,Best with 2 players,189,6.55,1.43,28007
The Phantom Society,3494,2013,"Grid Movement, Partnerships, Secret Unit Deployment","Abstract Strategy, Deduction",,20 minutes,8 and up,6,None,No necessary in-game text,None,24,Best with 4 players,341,6.14,1.31,47658
Daimyo,3495,2005,"Area Movement, Modular Board, Simultaneous Action Selection","Ancient, Wargame","Abstract Games, Strategy Games",60 minutes,12 and up,10 and up,None,No necessary in-game text,None,24,Best with 3 players,184,6.50,1.34,34018
My Village,3496,2015,Dice Rolling,Dice,,6090 minutes,12 and up,10 and up,None,No necessary in-game text,None,24,Best with 2 players,83,7.45,1.27,33538
Ars Victor,3497,2013,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hex-and-Counter","Print & Play, Science Fiction, Wargame",Wargames,60 minutes,13 and up,10 and up,Ars Victor: First Wave Promo,No necessary in-game text,None,2,Best with 2 players,87,7.69,1.42,36905
John Prados' Third Reich,3498,2001,"Chit-Pull System, Dice Rolling, Hex-and-Counter, Simulation","Economic, Wargame, World War II",Wargames,360 minutes,12 and up,14 and up,"Third Reich Deluxe Map, Third Reich/Great Pacific War Player's Guide, Third Reich: Rumors of War",Some necessary text - easily memorized or small crib sheet,None,25,Best with 4 players,234,6.41,1.92,94905
El Club de los Martes,3499,2007,"Acting, Betting/Wagering","Bluffing, Deduction, Murder/Mystery, Novel-based",Thematic Games,60 minutes,,12 and up,None,Extensive use of text - massive conversion needed to be playable,None,36,(Not best with any number),105,7.54,1.21,14997
Artificium,3500,2014,"Card Drafting, Simultaneous Action Selection, Trading","Card Game, Industry / Manufacturing, Medieval",Strategy Games,2050 minutes,8 and up,8 and up,None,No necessary in-game text,None,26,Best with 45 players,286,6.28,1.49,22107
Grass,3501,1980,"Hand Management, Take That","Card Game, Economic",Party Games,60 minutes,18 and up,14 and up,None,No necessary in-game text,None,26,Best with 45 players,906,5.94,1.61,62182
Warhammer Fantasy Battle: The Island of Blood,3502,2010,"Dice Rolling, Modular Board, Variable Player Powers","Fantasy, Fighting, Miniatures, Wargame",Wargames,180 minutes,8 and up,16 and up,None,(no votes yet),None,2,Best with 2 players,143,6.94,1.76,26619
Lost Temple,3503,2011,"Card Drafting, Variable Phase Order","Adventure, Racing",Family Games,40 minutes,10 and up,8 and up,Lost Temple: The Mandarin,Some necessary text - easily memorized or small crib sheet,None,28,Best with 56 players,610,5.94,1.31,103040
Koi-Koi,3504,,"Hand Management, Set Collection",Card Game,,1530 minutes,,(no votes yet),None,No necessary in-game text,None,24,Best with 2 players,119,6.98,1.40,17264
Monster Chase!,3505,2009,"Co-operative Play, Memory","Children's Game, Memory",Children's Games,10 minutes,4 and up,3 to 8,None,No necessary in-game text,2014 Dtsk hra roku Nominee,15,(Not best with any number),236,6.35,1.33,23346
Mob Ties: The Board Game,3506,2011,"Area Control / Area Influence, Card Drafting, Hand Management, Partnerships","Bluffing, Card Game, Mafia, Mature / Adult",Thematic Games,90 minutes,13 and up,18 and up,None,Moderate in-game text - needs crib sheet or paste ups,None,36,Best with 45 players,148,6.98,1.81,52866
Epaminondas,3507,1975,Grid Movement,Abstract Strategy,Abstract Games,60 minutes,10 and up,8 and up,None,No necessary in-game text,1980 Spiel des Jahres Recommended,2,Best with 2 players,96,7.26,1.48,24008
Dweebies,3508,2010,Pattern Recognition,"Card Game, Children's Game",Children's Games,20 minutes,8 and up,5 to 14,None,No necessary in-game text,"2011 Golden GeekBest Children's Board Game Nominee, 2011/2012 Boardgames Australia Awards Best Australian Game Nominee, 2011/2012 Boardgames Australia Awards Best Australian Game Winner",26,(Not best with any number),366,6.10,1.34,17907
Second Season Pro Football Game,3509,1999,Simulation,Sports,,minutes,8 and up,10 and up,None,Some necessary text - easily memorized or small crib sheet,None,12,Best with 1 players,71,8.12,1.13,24568
Halli Galli,3510,1990,"Pattern Recognition, Player Elimination","Action / Dexterity, Card Game, Children's Game, Party Game",Children's Games,10 minutes,6 and up,6 to 16,None,No necessary in-game text,"1991 Fairplay  la carte Winner, 2002 Japan Boardgame Prize Best Childgame Nominee, 2007 Vuoden Peli Children's Game of the Year Nominee",26,Best with 45 players,1393,5.82,1.49,113386
Legions of Darkness,3511,2011,"Action Point Allowance System, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",Fantasy,Wargames,30 minutes,10 and up,10 and up,Legions of Darkness Expansion Kit 1: Book of Magic,Extensive use of text - massive conversion needed to be playable,None,1,Best with 1 players,121,6.88,1.42,34587
Word Blur,3512,2007,None,"Party Game, Word Game",,60 minutes,,8 and up,None,Unplayable in another language,None,312,"Best with 6, 8 players",126,6.84,1.63,16677
Bangkok Klongs,3513,2010,"Set Collection, Tile Placement",Economic,Family Games,60 minutes,10 and up,10 and up,"Bangkok Klongs: Dragon Boat expansion, Siberia / Key West / Bangkok Klongs Expansion",No necessary in-game text,None,24,(Not best with any number),241,6.30,1.31,23410
Don Quixote,3514,2010,"Hand Management, Tile Placement",Medieval,Family Games,20 minutes,8 and up,8 and up,Don Quixote: Sancho-Pansa-Expansion,No necessary in-game text,"2010 Spiel der Spiele Hit fr Familien Recommended, 2010 Spiel des Jahres Recommended",14,Best with 1 players,484,6.01,1.56,40395
Oshi,3515,2006,None,"Abstract Strategy, Mythology",Abstract Games,20 minutes,8 and up,8 and up,None,No necessary in-game text,None,2,Best with 2 players,409,6.10,1.37,44781
Clash of the Gladiators,3516,2002,"Card Drafting, Dice Rolling","Ancient, Fighting",Family Games,45 minutes,10 and up,8 and up,None,No necessary in-game text,2002 Japan Boardgame Prize Best Foreign Game for Beginners Nominee,25,(Not best with any number),841,5.88,1.43,59778
Four Tribes,3517,2013,"Area Control / Area Influence, Hand Management, Memory","Deduction, Medieval, Memory, Wargame",,30 minutes,8 and up,(no votes yet),None,(no votes yet),None,2,Best with 2 players,91,7.35,1.14,12596
EVE: Conquests,3518,2009,"Area Enclosure, Area Movement, Dice Rolling, Hand Management","Civilization, Negotiation, Political, Science Fiction",,120 minutes,10 and up,12 and up,None,Moderate in-game text - needs crib sheet or paste ups,None,24,Best with 4 players,243,6.36,1.72,160635
"April's Harvest: The Battle of Shiloh, April 6 & 7, 1862",3519,1995,Hex-and-Counter,"American Civil War, Wargame",Wargames,240 minutes,12 and up,16 and up,None,No necessary in-game text,1995 Charles S. Roberts Best Pre-World War II Board Game Nominee,2,(Not best with any number),108,7.15,1.30,27710
Anno 1701: Das Kartenspiel,3520,2007,"Dice Rolling, Modular Board, Trading","Card Game, City Building, Exploration",Strategy Games,60 minutes,10 and up,(no votes yet),None,Moderate in-game text - needs crib sheet or paste ups,2007 Fairplay  la carte Winner,2,Best with 2 players,220,6.33,1.35,33479
Tier auf Tier: Das Duell,3521,2008,None,"Action / Dexterity, Animals, Children's Game","Children's Games, Family Games",10 minutes,5 and up,4 and up,None,No necessary in-game text,2009 Golden Geek Best Children's Board Game Nominee,2,Best with 2 players,177,6.51,1.25,16576
Guelphs and Ghibellines,3522,2009,Hex-and-Counter,"Medieval, Wargame",Wargames,240 minutes,,12,None,Some necessary text - easily memorized or small crib sheet,None,2,(Not best with any number),66,7.99,0.94,24134
Ramparts,3523,1993,"Point to Point Movement, Tile Placement","Abstract Strategy, City Building",Abstract Games,45 minutes,12 and up,8 and up,None,No necessary in-game text,1993 Spiel des Jahres Recommended,24,Best with 4 players,271,6.26,1.32,30859
Who Would Win,3524,2009,"Acting, Voting","Card Game, Party Game",,15 minutes,12 and up,12 and up,None,(no votes yet),None,399,Best with 89 players,233,6.34,1.49,23105
Dropzone Commander,3525,2012,"Dice Rolling, Variable Player Powers","Miniatures, Science Fiction, Wargame",Wargames,minutes,,12 and up,None,No necessary in-game text,None,2,(Not best with any number),76,7.93,1.72,30855
Thingamajig,3526,2003,None,"Electronic, Party Game, Word Game",Party Games,30 minutes,12 and up,10 and up,None,Unplayable in another language,None,38,Best with 58 players,212,6.35,1.26,26964
DrunkQuest,3527,2013,"Campaign / Battle Card Driven, Card Drafting, Pick-up and Deliver","Card Game, Fantasy, Humor, Party Game",Party Games,20 minutes,21 and up,18 and up,"DrunkQuest: Boozter Packs, DrunkQuest: Dealer Chip, DrunkQuest: Drink Coasters, DrunkQuest: Drink Cozy",Some necessary text - easily memorized or small crib sheet,None,36,Best with 6 players,168,6.73,1.54,41998
Career Poker,3528,1988,Trick-taking,Card Game,,60 minutes,10 and up,(no votes yet),None,No necessary in-game text,None,48,(Not best with any number),167,6.63,1.57,14818
Kigi,3529,2014,"Area Control / Area Influence, Set Collection, Tile Placement","Abstract Strategy, Animals, Card Game, Territory Building",,20 minutes,10 and up,(no votes yet),None,(no votes yet),None,25,(Not best with any number),143,6.73,1.20,11502
Zeus on the Loose,3530,2006,None,"Card Game, Math, Mythology, Number",Family Games,15 minutes,8 and up,6 and up,None,Some necessary text - easily memorized or small crib sheet,2007 Golden Geek Best Children's Board Game Nominee,25,Best with 4 players,508,5.99,1.31,38240
Prussia's Defiant Stand,3531,2007,"Dice Rolling, Secret Unit Deployment, Simultaneous Action Selection","Age of Reason, Wargame",Wargames,180 minutes,,(no votes yet),None,(no votes yet),2007 Charles S. Roberts Best Wargame Graphics Nominee,2,Best with 2 players,114,6.91,1.39,60562
Risk: dition Napolon,3532,1999,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling","Napoleonic, Territory Building, Wargame","Thematic Games, Wargames",120 minutes,10 and up,12 and up,Risk dition Napolon: Extension Empire Ottoman,Extensive use of text - massive conversion needed to be playable,None,25,Best with 45 players,189,6.68,1.70,97237
Hop Hop Hooray!,3533,2007,"Pattern Building, Pattern Recognition","Action / Dexterity, Animals, Children's Game","Children's Games, Family Games",1015 minutes,6 and up,3 and up,None,No necessary in-game text,"2007 Deutscher Lernspielpreis ""6 years and up"" Nominee, 2007 Japan Boardgame Prize Best Childgame Nominee, 2007 Japan Boardgame Prize Best Childgame Winner, 2007 Spiel des Jahres Kinderspiel Nominee",24,Best with 4 players,149,6.67,1.42,16238
Alien Uprising,3534,2014,"Co-operative Play, Dice Rolling, Point to Point Movement, Variable Player Powers","Dice, Science Fiction","Strategy Games, Thematic Games",90 minutes,13 and up,8 and up,"Alien Uprising: Cliff/Corner Crash Map Pack, Alien Uprising: Rex Nova Expansion, Alien Uprising: Scenario Promos, Alien Uprising: X-14 Expansion",Extensive use of text - massive conversion needed to be playable,None,15,(Not best with any number),184,6.56,1.82,93722
Who? What? Where?,3535,2003,"Line Drawing, Paper-and-Pencil","Deduction, Humor, Party Game",,30 minutes,12 and up,10 and up,None,Extensive use of text - massive conversion needed to be playable,None,310,Best with 56 players,106,7.03,1.39,18017
The Sword and the Flame,3536,1979,None,"Miniatures, Wargame",Wargames,60 minutes,12 and up,14 and up,"Boilers and Breechloaders, Colonial Campaigns: Admiral Seymour's Relief Attempt, Colonial Campaigns: Ethiopia 1887-1896, Colonial Campaigns: The Zulu War, 1879",No necessary in-game text,1984 H.G. Wells Best Miniatures Rules Winner,,(Not best with any number),86,7.44,1.41,21458
Time Masters,3537,2014,"Card Drafting, Deck / Pool Building","Card Game, Fantasy",Strategy Games,35 minutes,13 and up,8 and up,"Time Masters: Expansion, Time Masters: Promo Cards",Some necessary text - easily memorized or small crib sheet,None,24,Best with 2 players,137,6.88,1.50,13172
String Railway: Transport,3538,2011,"Pick-up and Deliver, Route/Network Building","Territory Building, Trains",,60 minutes,10 and up,12 and up,None,No necessary in-game text,None,25,(Not best with any number),111,6.93,1.22,18120
Porto Carthago,3539,2010,Worker Placement,Ancient,,90 minutes,12 and up,(no votes yet),None,No necessary in-game text,None,35,(Not best with any number),215,6.34,1.16,36407
Throneworld,3540,1997,"Hex-and-Counter, Variable Player Powers","Science Fiction, Space Exploration, Territory Building, Wargame","Thematic Games, Wargames",270 minutes,,12 and up,None,(no votes yet),None,26,Best with 3 players,135,6.75,1.32,77764
